"filename", "language", "Python", "HTML", "SCSS", "JavaScript", "Markdown", "CSS", "XML", "PHP", "JSON", "pip requirements", "JSON with Comments", "comment", "blank", "total"
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/templates/showcart_d.html", "HTML", 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 145
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/templates/showcs.html", "HTML", 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 108
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/templates/showd.html", "HTML", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 133
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/templates/showinvcs.html", "HTML", 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 101
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/templates/showinvd.html", "HTML", 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 185
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/templates/showinvj.html", "HTML", 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 154
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/templates/showj.html", "HTML", 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 102
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/templates/update_cs.html", "HTML", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 66
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/templates/update_diamond.html", "HTML", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 73
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/templates/update_jewellery.html", "HTML", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 93
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/templates/workspace.code-workspace_zbc_nov.code-workspace", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/urls.py", "Python", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 12, 133
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/views.py", "Python", 2337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 339, 2821
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/workspace.code-workspace_new1.code-workspace", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/workspace_02_10.code-workspace", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/firstapp/wrkdj.code-workspace", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/manage.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 23
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 1, 37
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/autocomplete.css", "CSS", 0, 0, 0, 0, 0, 227, 0, 0, 0, 0, 0, 0, 49, 276
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/base.css", "CSS", 0, 0, 0, 0, 0, 827, 0, 0, 0, 0, 0, 23, 203, 1053
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/changelists.css", "CSS", 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0, 7, 63, 352
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/dashboard.css", "CSS", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 2, 7, 27
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/fonts.css", "CSS", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/forms.css", "CSS", 0, 0, 0, 0, 0, 410, 0, 0, 0, 0, 0, 11, 103, 524
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/login.css", "CSS", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 1, 12, 61
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/nav_sidebar.css", "CSS", 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 20, 121
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/responsive.css", "CSS", 0, 0, 0, 0, 0, 754, 0, 0, 0, 0, 0, 28, 222, 1004
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/responsive_rtl.css", "CSS", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 2, 16, 81
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/rtl.css", "CSS", 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 8, 51, 228
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/vendor/select2/LICENSE-SELECT2.md", "Markdown", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/vendor/select2/select2.css", "CSS", 0, 0, 0, 0, 0, 425, 0, 0, 0, 0, 0, 0, 57, 482
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/vendor/select2/select2.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/css/widgets.css", "CSS", 0, 0, 0, 0, 0, 465, 0, 0, 0, 0, 0, 8, 102, 575
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/calendar-icons.svg", "XML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/gis/move_vertex_off.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/gis/move_vertex_on.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/icon-addlink.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/icon-alert.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/icon-calendar.svg", "XML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/icon-changelink.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/icon-clock.svg", "XML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/icon-deletelink.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/icon-no.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/icon-unknown-alt.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/icon-unknown.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/icon-viewlink.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/icon-yes.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/inline-delete.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/search.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/selector-icons.svg", "XML", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 1, 35
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/sorting-icons.svg", "XML", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 1, 20
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/tooltag-add.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/img/tooltag-arrowright.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/js/SelectBox.js", "JavaScript", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 5, 1, 113
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/js/SelectFilter2.js", "JavaScript", 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 27, 20, 237
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/js/actions.js", "JavaScript", 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 7, 21, 197
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/js/actions.min.js", "JavaScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/js/admin/DateTimeShortcuts.js", "JavaScript", 0, 0, 0, 323, 0, 0, 0, 0, 0, 0, 0, 66, 27, 416
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/js/admin/RelatedObjectLookups.js", "JavaScript", 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 7, 12, 156
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/js/autocomplete.js", "JavaScript", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 2, 4, 42
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/js/calendar.js", "JavaScript", 0, 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 28, 16, 222
"/run/media/vishal/College/Club/ZBC/Project/Startup/startup-database/static/admin/js/cancel.js", "JavaScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 1, 2, 18
